Record Length,2.50E+03,,-0.000025,-0.206
Sample Interval,2.00E-08,,-0.00002498,-0.204
Trigger Point,1.25E+03,,-0.00002496,-0.204
Source,CH1,,-0.00002494,-0.198
Vertical Units,V,,-0.00002492,-0.198
Vertical Scale,5.00E-02,,-0.0000249,-0.2
Vertical Offset,0.00E+00,,-0.00002488,-0.192
Horizontal Units,s,,-0.00002486,-0.196
Horizontal Scale,5.00E-06,,-0.00002484,-0.192
Pt Fmt,Y,,-0.00002482,-0.194
Yzero,0.00E+00,,-0.0000248,-0.194
Probe Atten,1.00E+00,,-0.00002478,-0.188
Model Number,TDS2012C,,-0.00002476,-0.188
Serial Number,C011240,,-0.00002474,-0.186
Firmware Version,FV:v24.09,,-0.00002472,-0.184
,,,-0.0000247,-0.184
,,,-0.00002468,-0.18
,,,-0.00002466,-0.18
,,,-0.00002464,-0.178
,,,-0.00002462,-0.178
,,,-0.0000246,-0.18
,,,-0.00002458,-0.176
,,,-0.00002456,-0.176
,,,-0.00002454,-0.172
,,,-0.00002452,-0.17
,,,-0.0000245,-0.172
,,,-0.00002448,-0.168
,,,-0.00002446,-0.168
,,,-0.00002444,-0.164
,,,-0.00002442,-0.168
,,,-0.0000244,-0.162
,,,-0.00002438,-0.16
,,,-0.00002436,-0.164
,,,-0.00002434,-0.16
,,,-0.00002432,-0.164
,,,-0.0000243,-0.162
,,,-0.00002428,-0.158
,,,-0.00002426,-0.16
,,,-0.00002424,-0.158
,,,-0.00002422,-0.154
,,,-0.0000242,-0.154
,,,-0.00002418,-0.156
,,,-0.00002416,-0.154
,,,-0.00002414,-0.154
,,,-0.00002412,-0.154
,,,-0.0000241,-0.154
,,,-0.00002408,-0.15
,,,-0.00002406,-0.152
,,,-0.00002404,-0.146
,,,-0.00002402,-0.146
,,,-0.000024,-0.146
,,,-0.00002398,-0.148
,,,-0.00002396,-0.148
,,,-0.00002394,-0.148
,,,-0.00002392,-0.146
,,,-0.0000239,-0.142
,,,-0.00002388,-0.144
,,,-0.00002386,-0.142
,,,-0.00002384,-0.142
,,,-0.00002382,-0.144
,,,-0.0000238,-0.142
,,,-0.00002378,-0.142
,,,-0.00002376,-0.144
,,,-0.00002374,-0.14
,,,-0.00002372,-0.14
,,,-0.0000237,-0.138
,,,-0.00002368,-0.138
,,,-0.00002366,-0.138
,,,-0.00002364,-0.136
,,,-0.00002362,-0.14
,,,-0.0000236,-0.138
,,,-0.00002358,-0.136
,,,-0.00002356,-0.138
,,,-0.00002354,-0.136
,,,-0.00002352,-0.138
,,,-0.0000235,-0.138
,,,-0.00002348,-0.136
,,,-0.00002346,-0.138
,,,-0.00002344,-0.138
,,,-0.00002342,-0.14
,,,-0.0000234,-0.138
,,,-0.00002338,-0.138
,,,-0.00002336,-0.138
,,,-0.00002334,-0.138
,,,-0.00002332,-0.138
,,,-0.0000233,-0.142
,,,-0.00002328,-0.138
,,,-0.00002326,-0.136
,,,-0.00002324,-0.134
,,,-0.00002322,-0.136
,,,-0.0000232,-0.132
,,,-0.00002318,-0.136
,,,-0.00002316,-0.134
,,,-0.00002314,-0.136
,,,-0.00002312,-0.136
,,,-0.0000231,-0.134
,,,-0.00002308,-0.132
,,,-0.00002306,-0.13
,,,-0.00002304,-0.128
,,,-0.00002302,-0.13
,,,-0.000023,-0.128
,,,-0.00002298,-0.128
,,,-0.00002296,-0.13
,,,-0.00002294,-0.128
,,,-0.00002292,-0.128
,,,-0.0000229,-0.126
,,,-0.00002288,-0.128
,,,-0.00002286,-0.126
,,,-0.00002284,-0.13
,,,-0.00002282,-0.132
,,,-0.0000228,-0.13
,,,-0.00002278,-0.132
,,,-0.00002276,-0.128
,,,-0.00002274,-0.13
,,,-0.00002272,-0.13
,,,-0.0000227,-0.126
,,,-0.00002268,-0.128
,,,-0.00002266,-0.128
,,,-0.00002264,-0.128
,,,-0.00002262,-0.13
